Time_s,Voltage_V,Current_A,SOC,Temperature_C
32596,4.078171206724065,-18.0,0.6515476190474874,61.51381308837142
32597,4.078488803807211,-18.0,0.6519047619046302,61.50970435727828
32598,4.078806449408926,-18.0,0.652261904761773,61.50560398307875
32599,4.0791241438262595,-18.0,0.6526190476189159,61.50151195015318
32600,4.079441887360424,-18.0,0.6529761904760587,61.49742824289072
32601,4.079759680316808,-18.0,0.6533333333332015,61.49335284568959
32602,4.080077523004981,-18.0,0.6536904761903444,61.48928574295738
32603,4.080395415738703,-18.0,0.6540476190474872,61.48522691911128
32604,4.080713358835927,-18.0,0.65440476190463,61.481176358578395
32605,4.081031352618792,-18.0,0.6547619047617729,61.47713404579601
32606,4.081349397413631,-18.0,0.6551190476189157,61.47309996521184
32607,4.081667493550955,-18.0,0.6554761904760585,61.46907410128432
32608,4.081985641365451,-18.0,0.6558333333332014,61.46505643848288
32609,4.082303841195967,-18.0,0.6561904761903442,61.4610469612882
32610,4.082622093385501,-18.0,0.656547619047487,61.45704565419247
32611,4.08294039828119,-18.0,0.6569047619046299,61.45305250169969
32612,4.0832587562342875,-18.0,0.6572619047617727,61.44906748832589
32613,4.083577167600149,-18.0,0.6576190476189155,61.44509059859942
32614,4.083895632738211,-18.0,0.6579761904760584,61.441121817061216
32615,4.084214152011969,-18.0,0.6583333333332012,61.43716112826502
32616,4.084532725788958,-18.0,0.658690476190344,61.43320851677764
32617,4.084851354440723,-18.0,0.6590476190474869,61.42926396717925
32618,4.085170038342799,-18.0,0.6594047619046297,61.42532746406359
32619,4.085488777874682,-18.0,0.6597619047617725,61.42139899203822
32620,4.085807573419803,-18.0,0.6601190476189154,61.41747853572476
32621,4.086126425365498,-18.0,0.6604761904760582,61.413566079759164
32622,4.08644533410298,-18.0,0.660833333333201,61.40966160879192
32623,4.086764300027314,-18.0,0.6611904761903439,61.405765107488286
32624,4.087083323537375,-18.0,0.6615476190474867,61.40187656052852
32625,4.087402405035828,-18.0,0.6619047619046295,61.39799595260815
32626,4.087721544929093,-18.0,0.6622619047617724,61.39412326843813
32627,4.0880407436273085,-18.0,0.6626190476189152,61.39025849274512
32628,4.0883600015443085,-18.0,0.662976190476058,61.386401610271655
32629,4.088679319097578,-18.0,0.6633333333332009,61.382552605776404
32630,4.088998696708228,-18.0,0.6636904761903437,61.37871146403435
32631,4.089318134800959,-18.0,0.6640476190474865,61.374878169837025
32632,4.0896376338040294,-18.0,0.6644047619046294,61.37105270799265
32633,4.089957194149218,-18.0,0.6647619047617722,61.36723506332643
32634,4.090276816271791,-18.0,0.665119047618915,61.36342522068068
32635,4.090596500610472,-18.0,0.6654761904760579,61.35962316491505
32636,4.090916247607399,-18.0,0.6658333333332007,61.3558288809067
32637,4.091236057708099,-18.0,0.6661904761903436,61.35204235355049
32638,4.09155593136145,-18.0,0.6665476190474864,61.34826356775918
32639,4.091875869019644,-18.0,0.6669047619046292,61.3444925084636
32640,4.092195871138158,-18.0,0.667261904761772,61.34072916061282
32641,4.0925159381757155,-18.0,0.6676190476189149,61.336973509174314
32642,4.092836070594254,-18.0,0.6679761904760577,61.33322553913416
32643,4.093156268858892,-18.0,0.6683333333332006,61.329485235497195
32644,4.093476533437893,-18.0,0.6686904761903434,61.32575258328717
32645,4.093796864802633,-18.0,0.6690476190474862,61.32202756754691
32646,4.094117263427568,-18.0,0.669404761904629,61.318310173338475
32647,4.0944377297902,-18.0,0.6697619047617719,61.31460038574332
32648,4.09475826437104,-18.0,0.6701190476189147,61.310898189862435
32649,4.0950788676535845,-18.0,0.6704761904760576,61.307203570816505
32650,4.029101507612628,0.0,0.6708333333332004,61.28260147087845
32651,4.0242220050249875,0.0,0.6708333333332004,61.25804855053816
32652,4.019546954653871,0.0,0.6708333333332004,61.23354471148564
32653,4.015067845785503,0.0,0.6708333333332004,61.20908985560738
